step,norm_score
5000,56.258
10000,58.758
15000,50.658
20000,56.572
25000,54.123
30000,56.378
35000,50.97
40000,60.332
45000,52.856
50000,58.046
55000,51.851
60000,54.111
65000,55.816
70000,55.766
75000,58.107
80000,64.542
85000,58.479
90000,58.912
95000,55.515
100000,73.825
105000,55.469
110000,66.683
115000,56.998
120000,62.212
125000,61.072
130000,56.883
135000,56.466
140000,44.441
145000,52.947
150000,47.908
155000,58.651
160000,55.342
165000,60.567
170000,53.424
175000,47.062
180000,70.309
185000,54.491
190000,54.633
195000,50.651
200000,56.651
205000,57.207
210000,61.705
215000,67.02
220000,61.254
225000,66.401
230000,58.619
235000,52.7
240000,57.228
245000,56.969
250000,59.885
255000,56.42
260000,56.462
265000,59.052
270000,66.092
275000,59.812
280000,61.62
285000,60.624
290000,54.35
295000,69.131
300000,68.434
305000,62.426
310000,60.712
315000,60.789
320000,58.25
325000,56.415
330000,59.517
335000,58.275
340000,58.172
345000,59.906
350000,58.224
355000,63.224
360000,58.713
365000,61.269
370000,58.54
375000,57.65
380000,68.619
385000,63.101
390000,61.429
395000,55.809
400000,65.585
405000,66.398
410000,60.284
415000,59.773
420000,55.976
425000,61.822
430000,60.633
435000,62.039
440000,59.147
445000,56.622
450000,55.052
455000,59.684
460000,66.135
465000,64.91
470000,60.81
475000,60.113
480000,56.46
485000,59.03
490000,54.902
495000,60.528
500000,57.564
505000,66.6
510000,63.287
515000,60.432
520000,71.467
525000,48.477
530000,59.823
535000,59.312
540000,68.121
545000,56.761
550000,56.279
555000,55.722
560000,59.712
565000,58.853
570000,57.266
575000,56.749
580000,54.825
585000,65.731
590000,57.165
595000,61.252
600000,59.562
605000,59.135
610000,57.89
615000,53.862
620000,59.299
625000,65.711
630000,55.11
635000,51.601
640000,58.121
645000,58.937
650000,59.103
655000,64.109
660000,66.471
665000,58.381
670000,64.017
675000,57.069
680000,60.358
685000,56.672
690000,64.392
695000,62.093
700000,53.931
705000,64.152
710000,67.106
715000,63.165
720000,57.849
725000,58.96
730000,54.918
735000,61.132
740000,63.413
745000,60.55
750000,63.091
755000,66.045
760000,65.306
765000,64.585
770000,71.385
775000,72.022
780000,63.122
785000,52.372
790000,63.858
795000,67.915
800000,60.478
805000,60.429
810000,63.59
815000,64.428
820000,67.284
825000,66.027
830000,60.356
835000,61.912
840000,59.28
845000,57.8
850000,61.579
855000,58.403
860000,57.757
865000,69.337
870000,63.847
875000,64.014
880000,65.797
885000,62.309
890000,52.636
895000,58.816
900000,60.954
905000,59.265
910000,55.434
915000,68.969
920000,63.024
925000,63.913
930000,65.305
935000,56.84
940000,63.226
945000,59.401
950000,60.833
955000,62.051
960000,61.967
965000,59.261
970000,57.794
975000,59.333
980000,57.542
985000,66.823
990000,66.989
995000,61.684
1000000,63.47
